title,h1_tags,word_count,keywords,description,DC.Description,snapshot_url,Timestamp
StudyLink - StudyLink,[],196,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20160628220625/http://www.studylink.govt.nz:80/?,28/06/2016 22:06
Error,Error,0,Error,Error,Error,https://web.archive.org/web/20160707213313/http://www.studylink.govt.nz:80/,7/07/2016 21:33
StudyLink - StudyLink,[],196,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20160712230029/http://www.studylink.govt.nz:80/,12/07/2016 23:00
StudyLink - StudyLink,[],188,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20160715083711/http://www.studylink.govt.nz/,15/07/2016 8:37
StudyLink - StudyLink,[],170,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20160718001824/http://www.studylink.govt.nz:80/,18/07/2016 0:18
StudyLink - StudyLink,[],176,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20160723000312/http://www.studylink.govt.nz:80/,23/07/2016 0:03
StudyLink - StudyLink,[],202,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20160729114420/http://www.studylink.govt.nz:80/?,29/07/2016 11:44
StudyLink - StudyLink,[],184,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20160731170205/http://www.studylink.govt.nz:80/,31/07/2016 17:02
StudyLink - StudyLink,[],185,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20160822235149/http://www.studylink.govt.nz:80/,22/08/2016 23:51
StudyLink - StudyLink,[],185,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20160826223808/http://www.studylink.govt.nz/,26/08/2016 22:38
StudyLink - StudyLink,[],185,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20160828025845/http://www.studylink.govt.nz:80/,28/08/2016 2:58
StudyLink - StudyLink,[],194,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20160907022642/http://www.studylink.govt.nz:80/,7/09/2016 2:26
StudyLink - StudyLink,[],194,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20160911205935/http://www.studylink.govt.nz:80/,11/09/2016 20:59
StudyLink - StudyLink,[],193,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20160916215151/http://www.studylink.govt.nz:80/,16/09/2016 21:51
StudyLink - StudyLink,[],178,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20160929064924/http://www.studylink.govt.nz:80/,29/09/2016 6:49
StudyLink - StudyLink,[],187,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20160930103012/http://www.studylink.govt.nz:80/,30/09/2016 10:30
StudyLink - StudyLink,[],187,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20161002040608/http://studylink.govt.nz/,2/10/2016 4:06
StudyLink - StudyLink,[],245,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20161005181036/http://www.studylink.govt.nz:80/,5/10/2016 18:10
StudyLink - StudyLink,[],266,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20161012165917/http://www.studylink.govt.nz/,12/10/2016 16:59
StudyLink - StudyLink,[],245,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20161014162711/http://www.studylink.govt.nz:80/,14/10/2016 16:27
StudyLink - StudyLink,[],245,"student, loan, allowance, costs, it's a date","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.","StudyLink - We connect people with the information they need to make informed decisions about student finances and other study-related issues, and provide financial support to students.",https://web.archive.org/web/20161021031214/http://www.studylink.govt.nz:80/,21/10/2016 3:12
Studylink - StudyLink,['Home'],406,"StudyLink, study, student","We help students make informed choices about their student finance, how to apply for it and manage it online.","We help students make informed choices about their student finance, how to apply for it and manage it online.",https://web.archive.org/web/20170125191529/https://www.studylink.govt.nz/,25/01/2017 19:15
Studylink - StudyLink,['Home'],406,"StudyLink, study, student","We help students make informed choices about their student finance, how to apply for it and manage it online.","We help students make informed choices about their student finance, how to apply for it and manage it online.",https://web.archive.org/web/20170129112111/http://www.studylink.govt.nz:80/,29/01/2017 11:21
Studylink - StudyLink,['Home'],406,"StudyLink, study, student","We help students make informed choices about their student finance, how to apply for it and manage it online.","We help students make informed choices about their student finance, how to apply for it and manage it online.",https://web.archive.org/web/20170208164028/https://www.studylink.govt.nz/,8/02/2017 16:40
Studylink - StudyLink,['Home'],383,"StudyLink, study, student","We help students make informed choices about their student finance, how to apply for it and manage it online.","We help students make informed choices about their student finance, how to apply for it and manage it online.",https://web.archive.org/web/20170405232819/http://studylink.govt.nz/,5/04/2017 23:28
Studylink - StudyLink,['Home'],383,"StudyLink, study, student","We help students make informed choices about their student finance, how to apply for it and manage it online.","We help students make informed choices about their student finance, how to apply for it and manage it online.",https://web.archive.org/web/20170405232823/https://studylink.govt.nz/,5/04/2017 23:28
Studylink - StudyLink,['Home'],383,"StudyLink, study, student","We help students make informed choices about their student finance, how to apply for it and manage it online.","We help students make informed choices about their student finance, how to apply for it and manage it online.",https://web.archive.org/web/20170406002930/http://www.studylink.govt.nz/,6/04/2017 0:29
Studylink - StudyLink,['Home'],383,"StudyLink, study, student","We help students make informed choices about their student finance, how to apply for it and manage it online.","We help students make informed choices about their student finance, how to apply for it and manage it online.",https://web.archive.org/web/20170406002944/https://www.studylink.govt.nz/,6/04/2017 0:29
Studylink - StudyLink,['Home'],383,"StudyLink, study, student","We help students make informed choices about their student finance, how to apply for it and manage it online.","We help students make informed choices about their student finance, how to apply for it and manage it online.",https://web.archive.org/web/20170406002953/http://www.studylink.govt.nz/,6/04/2017 0:29
Studylink - StudyLink,['Home'],411,"StudyLink, study, student","We help students make informed choices about their student finance, how to apply for it and manage it online.","We help students make informed choices about their student finance, how to apply for it and manage it online.",https://web.archive.org/web/20170603210044/https://studylink.govt.nz/,3/06/2017 21:00
Studylink - StudyLink,['Home'],411,"StudyLink, study, student","We help students make informed choices about their student finance, how to apply for it and manage it online.","We help students make informed choices about their student finance, how to apply for it and manage it online.",https://web.archive.org/web/20170603213002/http://www.studylink.govt.nz/,3/06/2017 21:30
Studylink - StudyLink,['Home'],411,"StudyLink, study, student","We help students make informed choices about their student finance, how to apply for it and manage it online.","We help students make informed choices about their student finance, how to apply for it and manage it online.",https://web.archive.org/web/20170709222134/https://studylink.govt.nz/,9/07/2017 22:21
Studylink - StudyLink,['Home'],411,"StudyLink, study, student","We help students make informed choices about their student finance, how to apply for it and manage it online.","We help students make informed choices about their student finance, how to apply for it and manage it online.",https://web.archive.org/web/20170729210118/https://www.studylink.govt.nz/,29/07/2017 21:01
Studylink - StudyLink,['Home'],411,"StudyLink, study, student","We help students make informed choices about their student finance, how to apply for it and manage it online.","We help students make informed choices about their student finance, how to apply for it and manage it online.",https://web.archive.org/web/20170730131235/http://studylink.govt.nz:80/,30/07/2017 13:12
Studylink - StudyLink,['Home'],425,"StudyLink, study, student","We help students make informed choices about their student finance, how to apply for it and manage it online.","We help students make informed choices about their student finance, how to apply for it and manage it online.",https://web.archive.org/web/20171012005303/https://studylink.govt.nz/,12/10/2017 0:53
Studylink - StudyLink,['Home'],425,"StudyLink, study, student","We help students make informed choices about their student finance, how to apply for it and manage it online.","We help students make informed choices about their student finance, how to apply for it and manage it online.",https://web.archive.org/web/20171012042021/http://studylink.govt.nz:80/,12/10/2017 4:20
